<<<<<<< HEAD
,target,args
0,-0.2870231941342354,0.05
1,-0.21764108538627625,0.07500000000000001
2,-0.23037354089319706,0.1
3,-0.24309962801635265,0.125
4,-0.22637438401579857,0.15000000000000002
=======
,target,params
0,-0.21841861032376622,0.05
1,-0.22350767008058584,0.07500000000000001
2,-0.5424122928054469,0.1
3,-0.25896849972047625,0.125
4,-0.7348188454178488,0.15000000000000002
5,-0.5845979106654028,0.175
6,-0.2184023073144779,0.2
7,-0.22185822524082888,0.22500000000000003
8,-0.22211937710737725,0.25
9,-0.6904853567196305,0.275
10,-0.21813535130327674,0.3
11,-0.21730547668827568,0.325
12,-0.2181479154498714,0.35000000000000003
13,-0.21606382708640615,0.375
14,-0.21816507114726266,0.4
15,-0.21660128169378656,0.425
16,-0.2615183846206422,0.45
17,-0.21769127828680027,0.47500000000000003
18,-0.2651770882735586,0.5
19,-0.21800243038280753,0.5
20,-0.20249275758767585,5.7368421052631575
21,-0.19789497260075467,10.973684210526315
22,-0.19660102305518593,16.210526315789473
23,-0.19741685479689555,21.44736842105263
24,-0.2167924527719522,26.684210526315788
25,-0.19827575203339765,31.921052631578945
26,-0.23413672056167747,37.1578947368421
27,-0.20415713054359338,42.39473684210526
28,-0.20063472790702894,47.63157894736842
29,-0.19526244956216995,52.868421052631575
30,-0.19704663117600094,58.10526315789473
31,-0.1958279041158166,63.34210526315789
32,-0.23341788085782603,68.57894736842104
33,-0.22474292955201142,73.8157894736842
34,-0.21592903289065998,79.05263157894737
35,-0.19994674233873938,84.28947368421052
36,-0.20209737767459482,89.52631578947367
37,-0.2477813827194226,94.76315789473684
38,-0.20252892488886595,100.0
>>>>>>> 5b2ecdf5c05e47904fae30ede70de9d0368cea5f
