,load_time_consume(s),test_time_consume(s),data_size
0,-0.8236558437347412,0.022965431213378906,3000
1,-0.814143180847168,0.030966520309448242,4000
2,-0.8220305442810059,0.05996990203857422,5000
3,-0.8111493587493896,0.045969247817993164,6000
4,-0.8130004405975342,0.05200004577636719,7000
5,-0.8070392608642578,0.05896186828613281,8000
6,-0.8080296516418457,0.06997036933898926,9000
7,-0.8156085014343262,0.0749671459197998,10000
8,-0.836601734161377,0.08196902275085449,11000
9,-0.8130412101745605,0.0889585018157959,12000
10,-0.8176026344299316,0.11696791648864746,13000
11,-0.8181555271148682,0.11096882820129395,14000
12,-0.8090305328369141,0.11396908760070801,15000
13,-0.8211004734039307,0.12196993827819824,16000
14,-0.8160314559936523,0.12996959686279297,17000
15,-0.8040294647216797,0.13697075843811035,18000
16,-0.8100306987762451,0.1379702091217041,19000
17,-0.811030387878418,0.14597034454345703,20000
18,-0.8200299739837646,0.15698957443237305,21000
19,-0.8215444087982178,0.17999839782714844,22000
20,-0.8020298480987549,0.1699695587158203,23000
21,-0.8085944652557373,0.18097329139709473,24000
22,-0.8241395950317383,0.19647765159606934,25000
23,-0.8490250110626221,0.21997523307800293,26000
24,-0.8100004196166992,0.23599982261657715,27000
25,-0.8110008239746094,0.20396995544433594,28000
26,-0.8050320148468018,0.2109677791595459,29000
27,-0.8105366230010986,0.21896934509277344,30000
28,-0.8110377788543701,0.22596168518066406,31000
29,-0.8080317974090576,0.23296833038330078,32000
30,-0.803030252456665,0.23996996879577637,33000
31,-0.8140325546264648,0.24496793746948242,34000
32,-0.8079993724822998,0.29400086402893066,35000
33,-0.8110291957855225,0.2599961757659912,36000
34,-0.8130297660827637,0.2699899673461914,37000
35,-0.8120253086090088,0.2749752998352051,38000
36,-0.8110394477844238,0.28099989891052246,39000
