,trainning_time_consume(s),test_time_consume(s),epochs
0,175.48996758460999,0.3493478298187256,250
1,77.26525235176086,0.0930020809173584,250
2,129.07870244979858,0.10999917984008789,250
3,319.8437747955322,0.34596991539001465,250
4,157.42354774475098,0.12599897384643555,250
5,153.94635367393494,0.12000036239624023,250
6,98.95401310920715,0.10500049591064453,250
7,137.8326859474182,0.1349647045135498,250
8,99.04682326316833,0.11300063133239746,250
9,91.69162726402283,0.10100126266479492,250
10,131.87318587303162,0.12999987602233887,250
11,121.50372695922852,0.11000204086303711,250
12,69.5047059059143,0.09200024604797363,250
13,88.74081468582153,0.09200072288513184,250
14,125.7450921535492,0.12000083923339844,250
15,132.53612875938416,0.1819992065429687,250
16,88.16479659080505,0.0829994678497314,250
17,454.27034997940063,0.6080014705657959,250
18,185.730544090271,0.2210001945495605,250
19,98.3486876487732,0.10599946975708,250
20,110.11119294166564,0.0979993343353271,250
21,82.86336779594421,0.1339962482452392,250
22,110.9713225364685,0.0990004539489746,250
23,84.97496390342712,0.0849978923797607,250
24,60.52938556671143,0.069998025894165,250
25,141.65426588058472,0.1100001335144043,250
26,111.21401000022888,0.0939967632293701,250
27,83.94627237319946,0.0800006389617919,250
28,83.9762053489685,0.0799999237060546,250
29,127.65059328079224,0.1750023365020752,250
30,341.06101083755493,0.6489970684051514,250
31,134.07894372940063,0.2640013694763183,250
32,123.13617897033691,0.1079983711242675,250
33,185.0455181598664,0.4100005626678467,250
34,344.4678580760956,0.6419987678527832,250
35,446.36012268066406,0.7055089473724365,250
36,161.9825394153595,0.1400024890899658,250
37,257.792950630188,0.4470374584197998,250
38,340.7206244468689,0.4789986610412597,250
39,181.10290789604187,0.2129983901977539,250
40,464.4615800380707,0.7169981002807617,250
41,107.7217664718628,0.1869995594024658,250
42,443.04363799095154,0.7100005149841309,250
43,288.5852429866791,0.7460329532623291,250
44,298.6775212287903,0.4079995155334472,250
45,136.7341721,0.190000296,250
46,326.5151725,0.618999481,250
# cpu
