,loss_dataset_1,loss_dataset_2,data_size
0,-0.002566985,-0.002259561,3000
1,-0.0025562162,-0.002186205,4000
2,-0.0024469271,-0.0022232302,5000
3,-0.002356328,-0.0022699113,6000
4,-0.0023850247,-0.0022819669,7000
5,-0.002403433,-0.002359574,8000
6,-0.002401897,-0.0024617908,9000
7,-0.0024065243,-0.0024245193,10000
8,-0.0024222247,-0.0024447124,11000
9,-0.0024268788,-0.002449875,12000
10,-0.0024647561,-0.0024244573,13000
11,-0.0024624942,-0.002433209,14000
12,-0.0024678686,-0.0024809714,15000
13,-0.002449677,-0.0024956905,16000
14,-0.0024331755,-0.0024794026,17000
15,-0.002422522,-0.0024666751,18000
16,-0.002408555,-0.0024549705,19000
17,-0.0024354982,-0.0024455625,20000
18,-0.0024272653,-0.0024315724,21000
19,-0.0024151653,-0.0024251312,22000
20,-0.002422737,-0.0024251305,23000
21,-0.0024099308,-0.0024451048,24000
22,-0.002413349,-0.0024399238,25000
23,-0.0024155874,-0.002442696,26000
24,-0.0024306239,-0.0024260606,27000
25,-0.0024257707,-0.0024347857,28000
26,-0.0024207635,-0.0024491295,29000
27,-0.0024278413,-0.0024385354,30000
28,-0.0024200524,-0.0024354674,31000
29,-0.0024231742,-0.002418776,32000
30,-0.002414537,-0.002439956,33000
31,-0.0024198156,-0.0024385292,34000
32,-0.002411547,-0.0024287615,35000
33,-0.0024139085,-0.002440776,36000
34,-0.00241231,-0.0024360118,37000
35,-0.002404221,-0.0024271698,38000
36,-0.0024016744,-0.0024391976,39000
