,loss_dataset_1,loss_dataset_2,data_size
0,-0.0025170022,-0.0027671962,3000
1,-0.0024631508,-0.0026940675,4000
2,-0.0024842983,-0.0027111124,5000
3,-0.0024346572,-0.002677411,6000
4,-0.002445715,-0.0026374257,7000
5,-0.00245572,-0.0026132911,8000
6,-0.0024554562,-0.00261903,9000
7,-0.002466605,-0.0025905117,10000
8,-0.0024835225,-0.0025627727,11000
9,-0.0025076186,-0.0025250444,12000
10,-0.0025145495,-0.0025644612,13000
11,-0.0025283534,-0.0025693546,14000
12,-0.0025445626,-0.0025670384,15000
13,-0.0025238625,-0.002577425,16000
14,-0.0025140822,-0.0025923357,17000
15,-0.0025144226,-0.0025959283,18000
16,-0.0025085146,-0.002611423,19000
17,-0.0025029124,-0.0026443833,20000
18,-0.0025094987,-0.0026659695,21000
19,-0.0025162296,-0.0027208899,22000
20,-0.0025195435,-0.0027215,23000
21,-0.0025139519,-0.002712257,24000
22,-0.002511366,-0.0026961,25000
23,-0.002502305,-0.0027035235,26000
24,-0.0025128436,-0.0026820425,27000
25,-0.0025182613,-0.0026767047,28000
26,-0.002519794,-0.0026676937,29000
27,-0.00251399,-0.002670059,30000
28,-0.0025167742,-0.0026765019,31000
29,-0.0025245107,-0.002673667,32000
30,-0.0025140175,-0.00269049,33000
31,-0.0025110014,-0.0026830882,34000
32,-0.002518003,-0.002683379,35000
33,-0.0025216152,-0.0026713659,36000
34,-0.002520863,-0.0026708813,37000
35,-0.0025127684,-0.002681766,38000
36,-0.002510097,-0.002699216,39000
