,loss_dataset_1,loss_dataset_2,data_size
0,-0.0027307894,-0.0027726628,3000
1,-0.0026653074,-0.002873093,4000
2,-0.0026596503,-0.0027658185,5000
3,-0.0025915282,-0.0027822054,6000
4,-0.0025929997,-0.0028081208,7000
5,-0.0026543743,-0.0027792035,8000
6,-0.0026625402,-0.0027789713,9000
7,-0.0026729482,-0.0027498223,10000
8,-0.0026711086,-0.002750813,11000
9,-0.002706976,-0.002763143,12000
10,-0.0026668727,-0.0027506242,13000
11,-0.0026395775,-0.002761689,14000
12,-0.002647764,-0.0027368944,15000
13,-0.0026399477,-0.002739582,16000
14,-0.0026539809,-0.0027350308,17000
15,-0.002661688,-0.002735397,18000
16,-0.0026509494,-0.0027378115,19000
17,-0.002659221,-0.0027881113,20000
18,-0.0026645903,-0.0027787117,21000
19,-0.002660062,-0.002806749,22000
20,-0.0026669854,-0.002815351,23000
21,-0.00265572,-0.0027927274,24000
22,-0.0026665793,-0.0028050486,25000
23,-0.0026735414,-0.0027946625,26000
24,-0.0026756432,-0.0027919381,27000
25,-0.0026706762,-0.0027935691,28000
26,-0.0026734842,-0.0028275878,29000
27,-0.0026764038,-0.0028184447,30000
28,-0.0026649777,-0.0028100058,31000
29,-0.002653024,-0.0028170077,32000
30,-0.002656041,-0.0028153725,33000
31,-0.0026553504,-0.0028107355,34000
32,-0.0026468628,-0.0028147772,35000
33,-0.0026503445,-0.0028206918,36000
34,-0.0026501233,-0.0028261477,37000
35,-0.002655738,-0.0028250376,38000
36,-0.0026555778,-0.0028241463,39000
