,loss_dataset_1,loss_dataset_2,data_size
0,-0.0024960532,-0.0026658038,3000
1,-0.00265303,-0.0026961355,4000
2,-0.0026646736,-0.0026951747,5000
3,-0.0026829597,-0.0026324056,6000
4,-0.0026876375,-0.0026209054,7000
5,-0.0026517007,-0.0026899495,8000
6,-0.0026806411,-0.0027852394,9000
7,-0.0026689756,-0.002844405,10000
8,-0.002660075,-0.0028962106,11000
9,-0.0026249602,-0.0029306319,12000
10,-0.0026436527,-0.0029311422,13000
11,-0.00267091,-0.0029684117,14000
12,-0.0026831653,-0.0029848565,15000
13,-0.0026792947,-0.0029797195,16000
14,-0.0026642126,-0.0029482224,17000
15,-0.0026720823,-0.0029628817,18000
16,-0.0026743957,-0.0029764473,19000
17,-0.0026721072,-0.0029612859,20000
18,-0.0026796812,-0.0029590556,21000
19,-0.0026647386,-0.002968607,22000
20,-0.0026605886,-0.0029699076,23000
21,-0.002675763,-0.0029668747,24000
22,-0.0026722774,-0.0029682831,25000
23,-0.0026724772,-0.0029586316,26000
24,-0.0026747943,-0.0029566563,27000
25,-0.0026825904,-0.0029648137,28000
26,-0.0026948093,-0.0029702303,29000
27,-0.0026996608,-0.002965141,30000
28,-0.0026942845,-0.0029484162,31000
29,-0.0026926626,-0.0029495135,32000
30,-0.002684997,-0.002944022,33000
31,-0.0026883616,-0.0029641234,34000
32,-0.0026802854,-0.0029842153,35000
33,-0.0026699598,-0.0029857056,36000
34,-0.0026733396,-0.0029879033,37000
35,-0.0026723684,-0.0029808849,38000
36,-0.0026717535,-0.0029765617,39000
