,loss_dataset_1,loss_dataset_2,data_size
0,-0.0025362694,-0.002624683,3000
1,-0.002569881,-0.0026205422,4000
2,-0.0027207776,-0.0026185275,5000
3,-0.002678393,-0.0027314185,6000
4,-0.0026940745,-0.002709957,7000
5,-0.0027475264,-0.0026939183,8000
6,-0.0027231418,-0.0026265474,9000
7,-0.0026455554,-0.0026577108,10000
8,-0.002662161,-0.002672515,11000
9,-0.002636689,-0.0026614547,12000
10,-0.00264708,-0.002672652,13000
11,-0.0026675088,-0.0026403894,14000
12,-0.002636585,-0.0026398352,15000
13,-0.0026391644,-0.0026397794,16000
14,-0.0026418518,-0.0026076012,17000
15,-0.002649562,-0.0026444683,18000
16,-0.0026391551,-0.0026526775,19000
17,-0.002625373,-0.0026640822,20000
18,-0.0026206565,-0.0026602892,21000
19,-0.002607763,-0.002675197,22000
20,-0.002621175,-0.0026880386,23000
21,-0.0026094879,-0.0026714087,24000
22,-0.0026311388,-0.0026794304,25000
23,-0.0026702057,-0.0026666077,26000
24,-0.0026612892,-0.0026777335,27000
25,-0.0026465382,-0.0026908908,28000
26,-0.0026373654,-0.00270946,29000
27,-0.0026201985,-0.002714551,30000
28,-0.002633153,-0.0027041142,31000
29,-0.0026217955,-0.0026935663,32000
30,-0.0026222079,-0.0026895641,33000
31,-0.002616912,-0.0027151299,34000
32,-0.0026177564,-0.0027260864,35000
33,-0.0026209387,-0.0027067345,36000
34,-0.0026220984,-0.0026990988,37000
35,-0.0026311025,-0.0027092504,38000
36,-0.0026257695,-0.0027074001,39000
