,loss_dataset_1,loss_dataset_2,data_size
0,-0.0027966064,-0.0029619415,3000
1,-0.0027957081,-0.0029114336,4000
2,-0.0027232226,-0.0028778573,5000
3,-0.002725694,-0.0029657534,6000
4,-0.0027680704,-0.0029901355,7000
5,-0.0027263232,-0.0030699759,8000
6,-0.0026980054,-0.0029999223,9000
7,-0.0027296455,-0.002936792,10000
8,-0.0027083226,-0.002973128,11000
9,-0.0026714806,-0.0029830434,12000
10,-0.0026896931,-0.002976661,13000
11,-0.0026561213,-0.0029554015,14000
12,-0.0026642506,-0.0029458548,15000
13,-0.0026475978,-0.0029100927,16000
14,-0.0026557075,-0.0028955992,17000
15,-0.0026388315,-0.0029813226,18000
16,-0.0026253196,-0.0029802753,19000
17,-0.0026125317,-0.0029452622,20000
18,-0.0026283278,-0.0029665346,21000
19,-0.002608479,-0.0029824986,22000
20,-0.002605503,-0.0029454094,23000
21,-0.0026090955,-0.0029196215,24000
22,-0.0026146893,-0.0029199638,25000
23,-0.002624141,-0.0028954912,26000
24,-0.0026004643,-0.0029101628,27000
25,-0.0025911382,-0.0029162676,28000
26,-0.0025872276,-0.0029231855,29000
27,-0.0026061318,-0.0029139859,30000
28,-0.0025821768,-0.0029188925,31000
29,-0.0025731497,-0.0029284328,32000
30,-0.0025748878,-0.0029144678,33000
31,-0.0025668477,-0.0029160534,34000
32,-0.0025709006,-0.0029458534,35000
33,-0.0025652857,-0.0029446902,36000
34,-0.0025592437,-0.0029514225,37000
35,-0.0025636791,-0.0029471484,38000
36,-0.002562123,-0.0029256768,39000
