,loss_dataset_1,loss_dataset_2,data_size
0,-0.0026010755,-0.003075153,3000
1,-0.0026320172,-0.0031192692,4000
2,-0.0027585407,-0.003153449,5000
3,-0.0028137674,-0.0032040533,6000
4,-0.0028266117,-0.0030959242,7000
5,-0.0028362204,-0.0030534077,8000
6,-0.0028203619,-0.0030287318,9000
7,-0.0028029277,-0.003080932,10000
8,-0.0027621672,-0.0030760248,11000
9,-0.0027776812,-0.0030372315,12000
10,-0.0027735396,-0.0030465296,13000
11,-0.002762606,-0.0030392178,14000
12,-0.0027896934,-0.0029844646,15000
13,-0.002795276,-0.0030002021,16000
14,-0.0028273612,-0.0029307331,17000
15,-0.002842942,-0.0029270463,18000
16,-0.002839764,-0.0028891973,19000
17,-0.0028626304,-0.0028809977,20000
18,-0.002852783,-0.0029215012,21000
19,-0.0028182962,-0.0029192003,22000
20,-0.002822326,-0.002936605,23000
21,-0.0028399103,-0.0029551066,24000
22,-0.0028185148,-0.002933355,25000
23,-0.0028100342,-0.002938459,26000
24,-0.0027951382,-0.002930005,27000
25,-0.0028124352,-0.002930922,28000
26,-0.0028110486,-0.0029248118,29000
27,-0.0028204399,-0.0029323348,30000
28,-0.0028168936,-0.0029167184,31000
29,-0.0028199158,-0.0029439733,32000
30,-0.0028238343,-0.0029533717,33000
31,-0.002815026,-0.0029413956,34000
32,-0.0028185323,-0.0029467694,35000
33,-0.0028255403,-0.002954586,36000
34,-0.002813906,-0.0029386554,37000
35,-0.0028062374,-0.0029518907,38000
36,-0.002801171,-0.002948453,39000
