,trainning_time_consume(s),test_time_consume(s),epochs
0,1931.4930038452148,1.0310297012329102,250
1,1587.9288969039917,0.8619735240936279,250
2,1587.0622065067291,0.8570065498352051,250
3,1928.009840965271,1.0909903049468994,250
4,904.4965369701385,0.5200457572937012,250
5,1938.0002465248108,1.1018798351287842,250
6,1934.5900259017944,1.0888237953186035,250
7,1609.2923367023468,0.8579998016357422,250
8,1232.06294631958,0.708000898361206,250
9,904.6539168357848,0.505000114440918,250
10,1923.9273118972776,1.041001319885254,250
11,1567.9635515213013,0.8440096378326416,250
12,1906.993126630783,1.0780372619628906,250
13,1921.911331653595,1.0540275573730469,250
14,1571.4269156455994,0.8620002269744873,250
15,1583.859701871872,0.8810014724731445,250
16,1227.1466789245603,0.6889965534210205,250
17,1913.036868095398,1.027000904083252,250
18,1984.129259347916,1.11199951171875,250
19,1635.2545075416565,0.9679973125457764,250
# cuda
