,loss_dataset_1,loss_dataset_2,data_size
0,-0.0037828279,-0.0034571122,3000
1,-0.0038211916,-0.0038915265,4000
2,-0.0037899138,-0.0038813818,5000
3,-0.003734585,-0.003962812,6000
4,-0.0037830207,-0.003910603,7000
5,-0.0038196426,-0.003920738,8000
6,-0.0038040034,-0.0040333783,9000
7,-0.0037141705,-0.003948532,10000
8,-0.003721414,-0.0040044747,11000
9,-0.0037114127,-0.004064159,12000
10,-0.003688321,-0.0041433964,13000
11,-0.003627739,-0.004098392,14000
12,-0.0036858201,-0.004039062,15000
13,-0.0037165019,-0.0040531103,16000
14,-0.0036896907,-0.0040124916,17000
15,-0.0037032347,-0.0039595184,18000
16,-0.0036994214,-0.0039680554,19000
17,-0.0037461515,-0.0039378274,20000
18,-0.0037138807,-0.0038967829,21000
19,-0.0037052862,-0.0038757222,22000
20,-0.0037000424,-0.003846968,23000
21,-0.0037204758,-0.0038440232,24000
22,-0.0036805447,-0.0038228116,25000
23,-0.003668133,-0.0038378953,26000
24,-0.0036834236,-0.003814319,27000
25,-0.0037143594,-0.0038068683,28000
26,-0.0037084536,-0.0038073119,29000
27,-0.0036833975,-0.003800586,30000
28,-0.0036861342,-0.0038329696,31000
29,-0.0036901596,-0.0038388777,32000
30,-0.0036601871,-0.003813164,33000
31,-0.0036658635,-0.0038326778,34000
32,-0.0036538634,-0.0038473364,35000
33,-0.0036648922,-0.003853468,36000
34,-0.0036634174,-0.0038610408,37000
35,-0.0036614947,-0.0038796207,38000
36,-0.0036583534,-0.0038529714,39000
