,loss_dataset_1,loss_dataset_2,data_size
0,-0.0029181046,-0.0029709283,3000
1,-0.0029261266,-0.0030613085,4000
2,-0.0030292156,-0.0032240553,5000
3,-0.0030290245,-0.0032516134,6000
4,-0.0030005905,-0.0033724396,7000
5,-0.0029286984,-0.0033765475,8000
6,-0.0029455961,-0.0033763517,9000
7,-0.002985892,-0.0033962287,10000
8,-0.0029659164,-0.0034874764,11000
9,-0.0029977225,-0.0034250973,12000
10,-0.0030195622,-0.0033625257,13000
11,-0.0030233737,-0.0033380014,14000
12,-0.003007879,-0.0033255906,15000
13,-0.0030154837,-0.0033002887,16000
14,-0.0030218675,-0.0033123144,17000
15,-0.003015102,-0.0033846498,18000
16,-0.0029904728,-0.0033755575,19000
17,-0.0029824944,-0.0033358145,20000
18,-0.0029510162,-0.0033236153,21000
19,-0.0029693893,-0.003326874,22000
20,-0.0029462755,-0.003348303,23000
21,-0.0029719146,-0.0033241818,24000
22,-0.0029569776,-0.0033186455,25000
23,-0.0029620128,-0.0033162548,26000
24,-0.0029327804,-0.003325382,27000
25,-0.0029374673,-0.0032984382,28000
26,-0.0029213196,-0.0032665639,29000
27,-0.0029326081,-0.0032611894,30000
28,-0.0029362552,-0.0032565384,31000
29,-0.0029439996,-0.003296836,32000
30,-0.0029491677,-0.0032945038,33000
31,-0.0029432438,-0.0033121528,34000
32,-0.002956736,-0.0033062715,35000
33,-0.0029653092,-0.003294852,36000
34,-0.0029779412,-0.0032897433,37000
35,-0.0029889608,-0.0032863964,38000
36,-0.0029829976,-0.003275059,39000
