,loss_dataset_1,loss_dataset_2,data_size
0,-0.0041798446,-0.00402991,3000
1,-0.0040710196,-0.0039194347,4000
2,-0.0040878817,-0.004097418,5000
3,-0.004050346,-0.0041156947,6000
4,-0.0039637913,-0.00423361,7000
5,-0.003926569,-0.0041076336,8000
6,-0.003913406,-0.0041700136,9000
7,-0.003932271,-0.00411852,10000
8,-0.0038610096,-0.0041345027,11000
9,-0.0038827015,-0.00403192,12000
10,-0.0038468584,-0.0040425733,13000
11,-0.0038103564,-0.0040085395,14000
12,-0.0038058565,-0.0040793745,15000
13,-0.0037539417,-0.0040488085,16000
14,-0.0037840204,-0.0040601585,17000
15,-0.003800472,-0.0041003376,18000
16,-0.0038035149,-0.004097469,19000
17,-0.0038101347,-0.004084225,20000
18,-0.003848121,-0.0040483098,21000
19,-0.003859115,-0.004068122,22000
20,-0.0038441448,-0.004049684,23000
21,-0.0038529364,-0.0040347213,24000
22,-0.003834872,-0.0040295557,25000
23,-0.0038308436,-0.004021695,26000
24,-0.0038581672,-0.0040113796,27000
25,-0.0038382546,-0.0039891778,28000
26,-0.003849838,-0.004003286,29000
27,-0.003820544,-0.0040006903,30000
28,-0.0038075708,-0.0039913505,31000
29,-0.0038185776,-0.003985657,32000
30,-0.0038209076,-0.003967051,33000
31,-0.0038272901,-0.0039678356,34000
32,-0.0038096674,-0.0039418833,35000
33,-0.0038003307,-0.003973355,36000
34,-0.0037875422,-0.003999966,37000
35,-0.0037986534,-0.004000599,38000
36,-0.0038012983,-0.003989982,39000
