,loss_dataset_1,loss_dataset_2,data_size
0,-0.003819711,-0.0038662525,3000
1,-0.0037350883,-0.003819914,4000
2,-0.0037173587,-0.003821996,5000
3,-0.0036148038,-0.0037456513,6000
4,-0.0036341683,-0.0038572834,7000
5,-0.0035601086,-0.0038814486,8000
6,-0.0035905493,-0.0038018236,9000
7,-0.0036046929,-0.0038410574,10000
8,-0.0035871451,-0.0038115191,11000
9,-0.0035788575,-0.0038345284,12000
10,-0.0035671303,-0.0038220533,13000
11,-0.0035485274,-0.0038237786,14000
12,-0.0035700344,-0.0038229253,15000
13,-0.0035859179,-0.0038830205,16000
14,-0.0035405788,-0.00393633,17000
15,-0.0035492477,-0.0039921487,18000
16,-0.003543389,-0.0039853198,19000
17,-0.0035600942,-0.0040101437,20000
18,-0.003566674,-0.004008062,21000
19,-0.0035854974,-0.0039614104,22000
20,-0.0035562653,-0.0039726766,23000
21,-0.003577473,-0.003956496,24000
22,-0.0036392487,-0.003957484,25000
23,-0.0036629632,-0.003945995,26000
24,-0.0036304882,-0.0039505917,27000
25,-0.003619819,-0.0039378004,28000
26,-0.0036353795,-0.0038958478,29000
27,-0.0036326575,-0.0038875933,30000
28,-0.0036223726,-0.0038948855,31000
29,-0.0035901754,-0.0038954928,32000
30,-0.0035917575,-0.0038857018,33000
31,-0.0035891777,-0.0039039687,34000
32,-0.00358966,-0.0038735196,35000
33,-0.0035897654,-0.0038655633,36000
34,-0.0035751318,-0.0038563986,37000
35,-0.0035683122,-0.0038540424,38000
36,-0.0035612648,-0.0038357102,39000
