,loss_dataset_1,loss_dataset_2,data_size
0,-0.0037313465,-0.003220526,3000
1,-0.0035994449,-0.0033436972,4000
2,-0.0036639876,-0.0032377741,5000
3,-0.0035931575,-0.0031901204,6000
4,-0.0035514263,-0.0033135717,7000
5,-0.0034884121,-0.0033843655,8000
6,-0.0035989848,-0.0033905867,9000
7,-0.0035839994,-0.0034336015,10000
8,-0.003559533,-0.0035040788,11000
9,-0.0036124608,-0.0035064402,12000
10,-0.0035949606,-0.0035383843,13000
11,-0.0035684598,-0.0035138505,14000
12,-0.0035687936,-0.0035228468,15000
13,-0.0036073513,-0.0035549186,16000
14,-0.0036039667,-0.0036042389,17000
15,-0.0036428801,-0.0035896744,18000
16,-0.0036443835,-0.0036664284,19000
17,-0.0036829296,-0.0037542894,20000
18,-0.0036870486,-0.00374285,21000
19,-0.0036909878,-0.003747132,22000
20,-0.0037016496,-0.003778852,23000
21,-0.0037011204,-0.0037906638,24000
22,-0.0037170392,-0.0037604123,25000
23,-0.003697712,-0.0037602584,26000
24,-0.0036955206,-0.0037728315,27000
25,-0.0037063858,-0.0037368527,28000
26,-0.0037156574,-0.0037468304,29000
27,-0.0036914865,-0.0037578172,30000
28,-0.003676627,-0.0037674387,31000
29,-0.0036856583,-0.0038326425,32000
30,-0.0036773002,-0.0038222289,33000
31,-0.0036561652,-0.0038246585,34000
32,-0.0036719148,-0.0038010438,35000
33,-0.0036751786,-0.0038215462,36000
34,-0.003680559,-0.003809962,37000
35,-0.0036899736,-0.0037844654,38000
36,-0.0036837172,-0.0038032173,39000
