,loss_dataset_1,loss_dataset_2,data_size
0,-0.0034643216,-0.003836253,3000
1,-0.0034434467,-0.0036965339,4000
2,-0.0034990993,-0.0036445507,5000
3,-0.0036535417,-0.0037549648,6000
4,-0.0035829644,-0.0037511701,7000
5,-0.0035465853,-0.003711845,8000
6,-0.0035358807,-0.0036618165,9000
7,-0.0035242643,-0.0036886267,10000
8,-0.0035257232,-0.0036418682,11000
9,-0.003559303,-0.003567038,12000
10,-0.0035502762,-0.003624917,13000
11,-0.0035364125,-0.0036698636,14000
12,-0.0035253682,-0.0036596693,15000
13,-0.003491577,-0.003718495,16000
14,-0.003466546,-0.0037250118,17000
15,-0.0034825937,-0.0037182719,18000
16,-0.0034985156,-0.0036422554,19000
17,-0.003496672,-0.0036327424,20000
18,-0.003462566,-0.0035982563,21000
19,-0.0034700376,-0.0035738647,22000
20,-0.0034582599,-0.0035586087,23000
21,-0.0034595672,-0.0036101649,24000
22,-0.0034680585,-0.0036199754,25000
23,-0.0034888224,-0.0036234243,26000
24,-0.0034958608,-0.0036067315,27000
25,-0.0035080053,-0.003609906,28000
26,-0.003526676,-0.0036084522,29000
27,-0.0035517067,-0.003618179,30000
28,-0.003546441,-0.0035907503,31000
29,-0.0035629245,-0.0035516885,32000
30,-0.0035686695,-0.0035921177,33000
31,-0.0035478654,-0.0035825248,34000
32,-0.0035404006,-0.003586677,35000
33,-0.0035317512,-0.0035685482,36000
34,-0.0035272264,-0.00355366,37000
35,-0.0035145404,-0.0035612406,38000
36,-0.0035032504,-0.0035516047,39000
