,loss_dataset_1,loss_dataset_2,data_size
0,-0.0038207993,-0.0038811264,3000
1,-0.0038470728,-0.003985616,4000
2,-0.0037711773,-0.0040324926,5000
3,-0.0038440623,-0.004036432,6000
4,-0.0038185217,-0.0041383933,7000
5,-0.003902005,-0.0041865865,8000
6,-0.003938735,-0.0043080295,9000
7,-0.0039035296,-0.004395917,10000
8,-0.0039130272,-0.004379379,11000
9,-0.0038738633,-0.0043204175,12000
10,-0.003908696,-0.0042679594,13000
11,-0.0038550212,-0.004215153,14000
12,-0.0038463902,-0.004228897,15000
13,-0.003858176,-0.00421061,16000
14,-0.0038766982,-0.004177462,17000
15,-0.0038872869,-0.0041526863,18000
16,-0.0038724274,-0.0041507008,19000
17,-0.0039489237,-0.00417847,20000
18,-0.003946416,-0.0041699735,21000
19,-0.003979858,-0.004196638,22000
20,-0.003969451,-0.0041924072,23000
21,-0.0039759236,-0.0042207744,24000
22,-0.0039756936,-0.0041961237,25000
23,-0.0039611026,-0.004169403,26000
24,-0.0039566867,-0.0041580535,27000
25,-0.0039520757,-0.0041601113,28000
26,-0.00395565,-0.004154273,29000
27,-0.0039223265,-0.004174954,30000
28,-0.0039338735,-0.00416404,31000
29,-0.0039413935,-0.0041530733,32000
30,-0.0039603594,-0.004206932,33000
31,-0.0039593927,-0.004222435,34000
32,-0.0039782496,-0.004234845,35000
33,-0.0039831013,-0.004234443,36000
34,-0.003978284,-0.0042532645,37000
35,-0.003977067,-0.0042445553,38000
36,-0.003975156,-0.0042426055,39000
