,loss_dataset_1,loss_dataset_2,data_size
0,-0.0037137452,-0.0033671265,3000
1,-0.0037108508,-0.0032002893,4000
2,-0.0036416722,-0.0031380476,5000
3,-0.0037053926,-0.0030825569,6000
4,-0.0037433098,-0.0032025368,7000
5,-0.0036232225,-0.0031772982,8000
6,-0.0036600824,-0.0032871421,9000
7,-0.003583223,-0.0034664897,10000
8,-0.0035919875,-0.0033686082,11000
9,-0.0035535267,-0.0035123182,12000
10,-0.0036044244,-0.0035618092,13000
11,-0.0035769194,-0.0035230857,14000
12,-0.0036177817,-0.0034564484,15000
13,-0.0035717175,-0.003468231,16000
14,-0.00356355,-0.0034268363,17000
15,-0.0035320227,-0.0034118593,18000
16,-0.0034824747,-0.0034299125,19000
17,-0.003495449,-0.003435758,20000
18,-0.0034772556,-0.0034968508,21000
19,-0.0034753236,-0.003451983,22000
20,-0.0034841856,-0.0034472826,23000
21,-0.0034780498,-0.0034922007,24000
22,-0.003459623,-0.0035383399,25000
23,-0.0034608585,-0.003564645,26000
24,-0.0034651193,-0.0035747522,27000
25,-0.0034910152,-0.0035899347,28000
26,-0.0035215344,-0.0035625175,29000
27,-0.0035045021,-0.003573753,30000
28,-0.0035245176,-0.0035640239,31000
29,-0.003500204,-0.003585156,32000
30,-0.0034749024,-0.0036125323,33000
31,-0.0034750232,-0.0036260053,34000
32,-0.0034592017,-0.0036039846,35000
33,-0.0034646445,-0.0035892527,36000
34,-0.0034631663,-0.0035839095,37000
35,-0.003462494,-0.0035452985,38000
36,-0.003444272,-0.0035531179,39000
