,loss_dataset_1,loss_dataset_2,data_size
0,-0.0032273708,-0.0034213604,3000
1,-0.003091977,-0.0035477167,4000
2,-0.0031816512,-0.0034742532,5000
3,-0.0032355739,-0.0035223449,6000
4,-0.0032759109,-0.0033969686,7000
5,-0.0032027196,-0.0032214795,8000
6,-0.0032818061,-0.0033235783,9000
7,-0.0032385495,-0.003266273,10000
8,-0.0032369208,-0.0032960803,11000
9,-0.0032401,-0.0033308633,12000
10,-0.003211596,-0.0033702527,13000
11,-0.003178844,-0.0033658007,14000
12,-0.0031424165,-0.00331462,15000
13,-0.0031331899,-0.0033325045,16000
14,-0.003119141,-0.0033353558,17000
15,-0.0031050388,-0.0033102124,18000
16,-0.0031307251,-0.0033015967,19000
17,-0.003131197,-0.0033329227,20000
18,-0.0030994709,-0.003348927,21000
19,-0.003132777,-0.0033462923,22000
20,-0.0031302755,-0.0033373872,23000
21,-0.0031214345,-0.0032981136,24000
22,-0.0031317482,-0.0033319504,25000
23,-0.003126883,-0.003336579,26000
24,-0.0031465113,-0.0033719398,27000
25,-0.0031554163,-0.003375237,28000
26,-0.0031703028,-0.0033582365,29000
27,-0.003168527,-0.0033637632,30000
28,-0.0031529828,-0.0033634142,31000
29,-0.0031397564,-0.003374425,32000
30,-0.0031530324,-0.003379252,33000
31,-0.0031499015,-0.0033983486,34000
32,-0.0031580233,-0.003398485,35000
33,-0.0031613286,-0.0034793038,36000
34,-0.0031746747,-0.0034695212,37000
35,-0.0031799697,-0.003480515,38000
36,-0.0031735108,-0.0034738076,39000
