,loss_dataset_1,loss_dataset_2,data_size
0,-0.0032454515,-0.0030850251,3000
1,-0.0031589577,-0.003010305,4000
2,-0.0030666243,-0.0031019324,5000
3,-0.0031457443,-0.0031245355,6000
4,-0.0031448286,-0.0030775894,7000
5,-0.003095523,-0.0029854414,8000
6,-0.0031815711,-0.0030932936,9000
7,-0.0032086158,-0.0031510652,10000
8,-0.0032083078,-0.0033032792,11000
9,-0.0031897593,-0.0033927788,12000
10,-0.0031430726,-0.0033999095,13000
11,-0.0031482552,-0.0033726827,14000
12,-0.0031596548,-0.003388878,15000
13,-0.0031409157,-0.0034450423,16000
14,-0.003147888,-0.0034469487,17000
15,-0.0031475604,-0.0034729126,18000
16,-0.0031142468,-0.0034556212,19000
17,-0.0031451334,-0.0034603644,20000
18,-0.0031338786,-0.0034627905,21000
19,-0.003112677,-0.0034947158,22000
20,-0.0031008346,-0.0035208098,23000
21,-0.003082395,-0.003513308,24000
22,-0.0030606107,-0.0035006965,25000
23,-0.0030775608,-0.0034913314,26000
24,-0.003073456,-0.0034774367,27000
25,-0.0030643926,-0.0034789224,28000
26,-0.0030776388,-0.0034999107,29000
27,-0.0030871239,-0.003487608,30000
28,-0.003089566,-0.003465334,31000
29,-0.0031038383,-0.0034470377,32000
30,-0.003115218,-0.0034164921,33000
31,-0.0031180228,-0.0034628387,34000
32,-0.0031296737,-0.003434985,35000
33,-0.0031318204,-0.0034065123,36000
34,-0.0031333398,-0.0034058765,37000
35,-0.0031200226,-0.0033969814,38000
36,-0.0031242284,-0.0033795512,39000
