,loss_dataset_1,loss_dataset_2,data_size
0,-0.002449579,-0.0031763604,3000
1,-0.0024844278,-0.0032551335,4000
2,-0.002550538,-0.0032761297,5000
3,-0.0024824706,-0.0033316384,6000
4,-0.0025583808,-0.003339025,7000
5,-0.0026478209,-0.0032210224,8000
6,-0.002625003,-0.0031666195,9000
7,-0.0026116665,-0.0031514938,10000
8,-0.0026359549,-0.0031193213,11000
9,-0.0026993407,-0.0031828845,12000
10,-0.0026876372,-0.0031898713,13000
11,-0.0026646112,-0.0031402968,14000
12,-0.0026493415,-0.0031824238,15000
13,-0.002645927,-0.003198649,16000
14,-0.0026889963,-0.0031773122,17000
15,-0.0026880833,-0.0031952197,18000
16,-0.0026997386,-0.0032030283,19000
17,-0.0026636352,-0.0031848187,20000
18,-0.0026824647,-0.0031644858,21000
19,-0.0026988185,-0.0031560457,22000
20,-0.0026892368,-0.0031029019,23000
21,-0.0026822388,-0.0031336974,24000
22,-0.002683729,-0.0031338218,25000
23,-0.0026747852,-0.0031117266,26000
24,-0.0026783138,-0.003134923,27000
25,-0.0026681218,-0.0031352532,28000
26,-0.0026805033,-0.003123025,29000
27,-0.0026724578,-0.003133353,30000
28,-0.0026547646,-0.0031400886,31000
29,-0.0026667514,-0.0031240718,32000
30,-0.0026490763,-0.0031297263,33000
31,-0.0026660846,-0.0031249288,34000
32,-0.0026696352,-0.003131619,35000
33,-0.0026814428,-0.0031716703,36000
34,-0.002677213,-0.0031793236,37000
35,-0.0026720022,-0.0032004637,38000
36,-0.0026645875,-0.0032007007,39000
