,loss_dataset_1,loss_dataset_2,data_size
0,-0.0025486534,-0.0025305287,3000
1,-0.002408416,-0.0025357418,4000
2,-0.0023726595,-0.002493934,5000
3,-0.0023935542,-0.0025762173,6000
4,-0.0023662574,-0.0025534437,7000
5,-0.0023835439,-0.002590849,8000
6,-0.0024385483,-0.0026472083,9000
7,-0.0024470352,-0.0025846092,10000
8,-0.0024436102,-0.0026193925,11000
9,-0.0024516832,-0.0026080648,12000
10,-0.0024491097,-0.0026343644,13000
11,-0.0024633068,-0.0026530984,14000
12,-0.0024644465,-0.0026950564,15000
13,-0.0024603254,-0.0026951388,16000
14,-0.0024582006,-0.0027101124,17000
15,-0.0024581747,-0.0027132696,18000
16,-0.002470056,-0.0027138877,19000
17,-0.0024618618,-0.002726991,20000
18,-0.002461262,-0.0027687864,21000
19,-0.0024575868,-0.0027770745,22000
20,-0.0024577167,-0.0027806517,23000
21,-0.002447574,-0.0027571311,24000
22,-0.0024665266,-0.0027647652,25000
23,-0.00245445,-0.0027752724,26000
24,-0.002454792,-0.002759573,27000
25,-0.0024597568,-0.002765198,28000
26,-0.0024548147,-0.0027382958,29000
27,-0.0024584339,-0.0027356602,30000
28,-0.0024638206,-0.002732149,31000
29,-0.0024531393,-0.0027398586,32000
30,-0.002453528,-0.0027435196,33000
31,-0.002457409,-0.0027529718,34000
32,-0.0024552469,-0.0027664031,35000
33,-0.0024619622,-0.002754092,36000
34,-0.0024524094,-0.0027473327,37000
35,-0.002453333,-0.0027376479,38000
36,-0.0024494224,-0.0027381005,39000
