,loss_dataset_1,loss_dataset_2,data_size
0,-0.0021633664,-0.0025088198,3000
1,-0.0022092008,-0.002476386,4000
2,-0.002254268,-0.0024444435,5000
3,-0.0022797415,-0.0024714277,6000
4,-0.002264716,-0.0025793663,7000
5,-0.0023062082,-0.0026351407,8000
6,-0.0023420865,-0.0026409293,9000
7,-0.0023415654,-0.002670046,10000
8,-0.0023486698,-0.0027097769,11000
9,-0.0023468048,-0.00274723,12000
10,-0.0023262755,-0.0027219828,13000
11,-0.0023682688,-0.0026846405,14000
12,-0.0023845325,-0.002683434,15000
13,-0.0023895123,-0.0026685123,16000
14,-0.0023848088,-0.0026562351,17000
15,-0.0024017661,-0.0026483713,18000
16,-0.0024023151,-0.002635897,19000
17,-0.0023986774,-0.002630086,20000
18,-0.0023950727,-0.002624348,21000
19,-0.0023983167,-0.0026157342,22000
20,-0.002412842,-0.002613723,23000
21,-0.0024168345,-0.002600226,24000
22,-0.0024184089,-0.0026179468,25000
23,-0.0024218122,-0.0026122152,26000
24,-0.0024226957,-0.0026186944,27000
25,-0.0024149094,-0.0026012415,28000
26,-0.0024114219,-0.002595679,29000
27,-0.0024033089,-0.0025976272,30000
28,-0.0023947314,-0.0026025127,31000
29,-0.0023987156,-0.002592839,32000
30,-0.0023977216,-0.0025967269,33000
31,-0.0023960802,-0.0026052173,34000
32,-0.0024007356,-0.0026041314,35000
33,-0.0024037622,-0.0026147738,36000
34,-0.002407192,-0.0026142274,37000
35,-0.0024025633,-0.0026158532,38000
36,-0.0024004166,-0.0026237837,39000
