,loss_dataset_1,loss_dataset_2,data_size
0,-0.003617324,-0.003521718,3000
1,-0.003529651,-0.0034990855,4000
2,-0.0034881062,-0.0034040026,5000
3,-0.0033619218,-0.0033257995,6000
4,-0.0034157299,-0.0032873861,7000
5,-0.0033619138,-0.0033296514,8000
6,-0.003330754,-0.0033320864,9000
7,-0.003305268,-0.003344865,10000
8,-0.0032588877,-0.0032937967,11000
9,-0.0033041213,-0.0033125305,12000
10,-0.0032917701,-0.0033183128,13000
11,-0.0032864783,-0.0033358454,14000
12,-0.0032676447,-0.0032870043,15000
13,-0.0032569817,-0.0032517612,16000
14,-0.0032563074,-0.0032687658,17000
15,-0.0032235612,-0.0032962076,18000
16,-0.0032406684,-0.0033050708,19000
17,-0.003267084,-0.003319332,20000
18,-0.0032508273,-0.0033147365,21000
19,-0.0032603615,-0.003369242,22000
20,-0.0032742508,-0.003339523,23000
21,-0.003265205,-0.003299284,24000
22,-0.003253566,-0.0033127137,25000
23,-0.0032662912,-0.0032926225,26000
24,-0.0032570034,-0.003300193,27000
25,-0.0032533589,-0.003295005,28000
26,-0.0032878579,-0.003314461,29000
27,-0.0032663704,-0.0032984396,30000
28,-0.0032677292,-0.0033273143,31000
29,-0.0032570031,-0.003309014,32000
30,-0.0032427697,-0.0033268768,33000
31,-0.0032479472,-0.0033128993,34000
32,-0.003243069,-0.0033052596,35000
33,-0.003241241,-0.0033170388,36000
34,-0.0032390542,-0.003303992,37000
35,-0.0032224618,-0.0032946728,38000
36,-0.0032246746,-0.003278189,39000
