,loss_dataset_1,loss_dataset_2,data_size
0,-0.0025240574,-0.0024485409,3000
1,-0.002563734,-0.0026181487,4000
2,-0.0025548537,-0.0025150634,5000
3,-0.0025290598,-0.0025891333,6000
4,-0.0024693848,-0.0025098543,7000
5,-0.0024350781,-0.0025831382,8000
6,-0.002406303,-0.0025542984,9000
7,-0.0023716702,-0.0025874954,10000
8,-0.0023562484,-0.0025522015,11000
9,-0.0024056036,-0.0025418573,12000
10,-0.0024282665,-0.0025413188,13000
11,-0.0024455902,-0.0025423835,14000
12,-0.0024807835,-0.0025355653,15000
13,-0.0024994786,-0.002579534,16000
14,-0.0025283564,-0.0026378168,17000
15,-0.0025071679,-0.0026459196,18000
16,-0.0025071097,-0.0026403058,19000
17,-0.0025151349,-0.0026331595,20000
18,-0.0025196255,-0.0026098876,21000
19,-0.0025369457,-0.0025947033,22000
20,-0.0025318358,-0.0026028757,23000
21,-0.0025196527,-0.002585589,24000
22,-0.0025125335,-0.0025895652,25000
23,-0.0025189042,-0.0026108995,26000
24,-0.002531083,-0.0026182844,27000
25,-0.0025383881,-0.0026151577,28000
26,-0.002549131,-0.0026072855,29000
27,-0.0025448217,-0.002608321,30000
28,-0.0025491528,-0.002622605,31000
29,-0.0025524038,-0.0026373933,32000
30,-0.0025643564,-0.0026545448,33000
31,-0.002569796,-0.0026641795,34000
32,-0.00257099,-0.0026609688,35000
33,-0.0025822986,-0.002680169,36000
34,-0.0025777542,-0.0026885923,37000
35,-0.002574963,-0.002694137,38000
36,-0.0025738913,-0.0026942247,39000
