,loss_dataset_1,loss_dataset_2,data_size
0,-0.0035656113,-0.004306784,3000
1,-0.0036690768,-0.004129641,4000
2,-0.0035944781,-0.0040830104,5000
3,-0.0035514839,-0.0038951044,6000
4,-0.003563671,-0.00387901,7000
5,-0.0035980851,-0.003849224,8000
6,-0.0036476303,-0.0038635067,9000
7,-0.0035826608,-0.0037898757,10000
8,-0.0035170987,-0.0037083533,11000
9,-0.0035188925,-0.0036768937,12000
10,-0.0035305645,-0.003678035,13000
11,-0.0035254,-0.0037782036,14000
12,-0.0035274518,-0.003739185,15000
13,-0.003561318,-0.0037317567,16000
14,-0.0035402342,-0.003789392,17000
15,-0.003523434,-0.003809608,18000
16,-0.003542791,-0.0037691898,19000
17,-0.0035650986,-0.0037760467,20000
18,-0.0035736382,-0.0038179588,21000
19,-0.0035749949,-0.0038235919,22000
20,-0.003598515,-0.0038156372,23000
21,-0.0036125958,-0.0038305037,24000
22,-0.0036218818,-0.0038544051,25000
23,-0.0036250404,-0.0038699626,26000
24,-0.0036354624,-0.0039203744,27000
25,-0.0036313168,-0.0039199106,28000
26,-0.0036229193,-0.003927006,29000
27,-0.0036109923,-0.0039145597,30000
28,-0.0036138971,-0.0038985512,31000
29,-0.0035888199,-0.0038894285,32000
30,-0.003591717,-0.003879514,33000
31,-0.0035955708,-0.003879384,34000
32,-0.0035876092,-0.0038911742,35000
33,-0.0035878196,-0.0038811895,36000
34,-0.0035912818,-0.0038904897,37000
35,-0.00359003,-0.0039019152,38000
36,-0.00360272,-0.0038942774,39000
