,loss_dataset_1,loss_dataset_2,data_size
0,-0.0022013276,-0.0015569475,3000
1,-0.0021206255,-0.0016713915,4000
2,-0.0020671494,-0.0017152152,5000
3,-0.0020954155,-0.0017358952,6000
4,-0.0020776107,-0.0017665321,7000
5,-0.0020421655,-0.0017872168,8000
6,-0.0021338265,-0.0018168598,9000
7,-0.0020937778,-0.0018287401,10000
8,-0.0021001636,-0.0018496966,11000
9,-0.002096203,-0.0018345158,12000
10,-0.0021214522,-0.001859975,13000
11,-0.0021131262,-0.0019050967,14000
12,-0.0020696756,-0.0019713754,15000
13,-0.0020594732,-0.0019821825,16000
14,-0.0020647645,-0.0019922187,17000
15,-0.002083257,-0.001995668,18000
16,-0.002087634,-0.0020628131,19000
17,-0.0021159446,-0.002045196,20000
18,-0.002133615,-0.002031073,21000
19,-0.002116265,-0.0019933407,22000
20,-0.0021276637,-0.0019859571,23000
21,-0.0021295296,-0.0019496698,24000
22,-0.002127428,-0.0019673873,25000
23,-0.0021111765,-0.0019562412,26000
24,-0.002092368,-0.0019698287,27000
25,-0.0020850874,-0.0019748767,28000
26,-0.002091743,-0.0019783939,29000
27,-0.0020865153,-0.001976239,30000
28,-0.0020976595,-0.0019755291,31000
29,-0.0020948474,-0.0019812686,32000
30,-0.0021003832,-0.0020029352,33000
31,-0.002113051,-0.002007958,34000
32,-0.0021027033,-0.0020130202,35000
33,-0.0020869225,-0.0020250878,36000
34,-0.0020710737,-0.0020350688,37000
35,-0.0020652318,-0.0020356148,38000
36,-0.0020659473,-0.0020727094,39000
