,loss_dataset_1,loss_dataset_2,data_size
0,-0.0024741436,-0.0029313904,3000
1,-0.002575369,-0.0028626767,4000
2,-0.0025297515,-0.0028659243,5000
3,-0.002483709,-0.0027345621,6000
4,-0.0025089171,-0.0026778919,7000
5,-0.002526297,-0.0026948932,8000
6,-0.0025400377,-0.0026502504,9000
7,-0.0025510795,-0.0026463422,10000
8,-0.002562771,-0.0025925885,11000
9,-0.0025539834,-0.0026095454,12000
10,-0.0025598255,-0.0025838416,13000
11,-0.0025843384,-0.0025535303,14000
12,-0.002581517,-0.0025697842,15000
13,-0.0025800562,-0.0025972,16000
14,-0.002581311,-0.0025808965,17000
15,-0.0025686324,-0.0026299476,18000
16,-0.0025820776,-0.0026558714,19000
17,-0.0025746897,-0.0026640259,20000
18,-0.0025588365,-0.00266276,21000
19,-0.0025600481,-0.002677102,22000
20,-0.0025528725,-0.0026598873,23000
21,-0.0025531526,-0.002664125,24000
22,-0.0025561994,-0.0026689877,25000
23,-0.0025619972,-0.002674037,26000
24,-0.002561376,-0.002683589,27000
25,-0.002550837,-0.0026854777,28000
26,-0.002551019,-0.0026743785,29000
27,-0.0025545482,-0.0026854414,30000
28,-0.0025591075,-0.0026831932,31000
29,-0.002557443,-0.0026726795,32000
30,-0.002552414,-0.0026669106,33000
31,-0.0025593492,-0.0026772968,34000
32,-0.0025573112,-0.0026665323,35000
33,-0.0025594798,-0.002665657,36000
34,-0.0025551305,-0.0026580337,37000
35,-0.0025559876,-0.0026595066,38000
36,-0.0025589236,-0.0026540104,39000
