,loss_dataset_1,loss_dataset_2,data_size
0,-0.0028086717,-0.0022980166,3000
1,-0.0027350546,-0.002548869,4000
2,-0.0026362543,-0.0027849716,5000
3,-0.0026967516,-0.0027964073,6000
4,-0.0026732893,-0.0028410621,7000
5,-0.0026356934,-0.002802893,8000
6,-0.0026189594,-0.002828954,9000
7,-0.002596694,-0.0028199763,10000
8,-0.0026042913,-0.002776111,11000
9,-0.0026054585,-0.0026917988,12000
10,-0.002585567,-0.0026780309,13000
11,-0.0026392573,-0.0026853238,14000
12,-0.002635783,-0.0026545147,15000
13,-0.0026310745,-0.0026508118,16000
14,-0.0026413884,-0.0026683134,17000
15,-0.0026304424,-0.0026743934,18000
16,-0.00262382,-0.0026875096,19000
17,-0.0026027435,-0.0026662066,20000
18,-0.0026120017,-0.0026865585,21000
19,-0.0026014962,-0.0027124654,22000
20,-0.0026010673,-0.0027112938,23000
21,-0.0026093572,-0.0027424989,24000
22,-0.0026047132,-0.0027596056,25000
23,-0.0026087295,-0.0027744428,26000
24,-0.002612701,-0.0027654958,27000
25,-0.0026173722,-0.00277447,28000
26,-0.002625461,-0.0027685682,29000
27,-0.0026263045,-0.0027774102,30000
28,-0.0026233632,-0.0027715482,31000
29,-0.0026302435,-0.002755844,32000
30,-0.002620127,-0.0027743713,33000
31,-0.0026229229,-0.002760081,34000
32,-0.002636288,-0.0027605854,35000
33,-0.0026251045,-0.0027463338,36000
34,-0.0026450115,-0.002744707,37000
35,-0.0026429775,-0.0027224931,38000
36,-0.0026437566,-0.0027348876,39000
