,loss_dataset_1,loss_dataset_2,data_size
0,-0.0022579008,-0.002057036,3000
1,-0.0024312895,-0.0020867535,4000
2,-0.0023940974,-0.0020800633,5000
3,-0.0022717665,-0.002051025,6000
4,-0.002281658,-0.0020025452,7000
5,-0.0022833648,-0.0019436609,8000
6,-0.002236158,-0.0019946632,9000
7,-0.0022255979,-0.0020388023,10000
8,-0.0022104406,-0.0020088912,11000
9,-0.0021808788,-0.0020310918,12000
10,-0.0021549738,-0.0019733808,13000
11,-0.002147208,-0.0020069438,14000
12,-0.0021073774,-0.002001814,15000
13,-0.0021036346,-0.001990884,16000
14,-0.0020958814,-0.002001977,17000
15,-0.0021305005,-0.0020336148,18000
16,-0.0021260926,-0.0020113995,19000
17,-0.0021347173,-0.002026198,20000
18,-0.002133366,-0.002031148,21000
19,-0.002115589,-0.002003299,22000
20,-0.0021414887,-0.0020524475,23000
21,-0.0021505747,-0.002048978,24000
22,-0.0021263475,-0.0020356695,25000
23,-0.0021030582,-0.0020162747,26000
24,-0.0021031576,-0.0020216033,27000
25,-0.002088172,-0.0020131166,28000
26,-0.002065978,-0.0020066225,29000
27,-0.0020575572,-0.0020313342,30000
28,-0.0020405627,-0.002020755,31000
29,-0.0020358781,-0.001997855,32000
30,-0.002023151,-0.0020135997,33000
31,-0.002037611,-0.0020125024,34000
32,-0.0020300685,-0.0020223693,35000
33,-0.0020180668,-0.0020257414,36000
34,-0.0020121827,-0.0020268532,37000
35,-0.0020080912,-0.002021967,38000
36,-0.002004389,-0.002028628,39000
