,loss_dataset_1,loss_dataset_2,data_size
0,-0.0023305253,-0.00232482,3000
1,-0.0022691512,-0.0024485032,4000
2,-0.002289254,-0.0024748924,5000
3,-0.0022832532,-0.0023953852,6000
4,-0.0022219683,-0.0023776267,7000
5,-0.002149106,-0.002322906,8000
6,-0.0021420585,-0.002377465,9000
7,-0.002123582,-0.0022894316,10000
8,-0.0021331408,-0.002350711,11000
9,-0.002159482,-0.0024282192,12000
10,-0.0021598593,-0.0024617214,13000
11,-0.0021741663,-0.0024866385,14000
12,-0.0021417353,-0.0024664435,15000
13,-0.0021231552,-0.0024311694,16000
14,-0.0021433837,-0.002428297,17000
15,-0.0021689902,-0.0024466666,18000
16,-0.0021667213,-0.002427211,19000
17,-0.002159698,-0.0024463206,20000
18,-0.0021548683,-0.0024459488,21000
19,-0.0021348074,-0.0024163001,22000
20,-0.002113651,-0.0023966802,23000
21,-0.0021336891,-0.002364656,24000
22,-0.0021373113,-0.0023811904,25000
23,-0.0021388647,-0.0023683466,26000
24,-0.0021575605,-0.0023695913,27000
25,-0.0021737034,-0.0023574908,28000
26,-0.002187061,-0.0023341351,29000
27,-0.0021821794,-0.0023275933,30000
28,-0.002186052,-0.002328604,31000
29,-0.0021943855,-0.0023312047,32000
30,-0.0021906102,-0.0023283237,33000
31,-0.002192581,-0.0023242135,34000
32,-0.0021923548,-0.0023275116,35000
33,-0.002187869,-0.0023403468,36000
34,-0.0021772466,-0.0023335866,37000
35,-0.0021757216,-0.0023434653,38000
36,-0.0021706803,-0.0023282985,39000
