,load_time_consume(s),test_time_consume(s),data_size
0,2.041999101638794,0.10399937629699707,3000
1,1.5720000267028809,0.0839996337890625,4000
2,1.8199999332427979,0.18800067901611328,5000
3,1.5449986457824707,0.11799979209899902,6000
4,2.064511299133301,0.1569991111755371,7000
5,1.6779999732971191,0.1549999713897705,8000
6,1.3949992656707764,0.19099879264831543,9000
7,1.8950002193450928,0.30850720405578613,10000
8,1.0479991436004639,0.21700024604797363,11000
9,1.6090006828308105,0.31400060653686523,12000
10,1.1072094440460205,0.2239987850189209,13000
11,1.6370024681091309,0.43399691581726074,14000
12,1.5400004386901855,0.42799973487854004,15000
13,1.2920007705688477,0.5310003757476807,16000
14,1.699000358581543,0.3749992847442627,17000
15,1.529001235961914,0.8669989109039307,18000
16,1.2319989204406738,0.4519999027252197,19000
17,1.832000970840454,0.7099993228912354,20000
18,1.337001085281372,0.40199828147888184,21000
19,1.6030020713806152,0.4329972267150879,22000
20,1.5165104866027832,0.6249985694885254,23000
21,1.186025619506836,0.5319745540618896,24000
22,1.7280306816101074,0.49147891998291016,25000
23,1.453000783920288,0.7069995403289795,26000
24,1.1309993267059326,0.5050008296966553,27000
25,1.543999433517456,0.7830002307891846,28000
26,1.4520010948181152,0.9100005626678467,29000
27,1.2645056247711182,0.5289993286132812,30000
28,1.706000566482544,0.5649995803833008,31000
29,1.765000820159912,0.8749990463256836,32000
30,1.3840000629425049,0.5625066757202148,33000
31,1.6809985637664795,0.6489999294281006,34000
32,1.6110007762908936,1.017000675201416,35000
33,1.1139991283416748,1.0299997329711914,36000
34,1.3769993782043457,0.9369995594024658,37000
35,1.7360014915466309,0.9259984493255615,38000
36,1.3220009803771973,0.6949989795684814,39000
