,epoch,loss
0,0.0,0.06698010861873627
1,1.0,0.06748063862323761
2,2.0,0.06770844012498856
3,3.0,0.06778725236654282
4,4.0,0.06778398156166077
5,5.0,0.06778288632631302
6,6.0,0.0677831768989563
7,7.0,0.06778296828269958
8,8.0,0.06778207421302795
9,9.0,0.06778059899806976
10,10.0,0.06777876615524292
11,11.0,0.06777679920196533
12,12.0,0.06777481734752655
13,13.0,0.06777290999889374
14,14.0,0.06777109950780869
15,15.0,0.06776943802833557
16,16.0,0.0677679032087326
17,17.0,0.06776651740074158
18,18.0,0.06776528060436249
19,19.0,0.06776417791843414
20,20.0,0.06776320189237595
21,21.0,0.0677623450756073
22,22.0,0.06776158511638641
23,23.0,0.06776091456413269
24,24.0,0.06776032596826553
25,25.0,0.06775978952646255
26,26.0,0.06775930523872375
27,27.0,0.06775885820388794
28,28.0,0.06775844097137451
29,29.0,0.06775804609060287
# <bound method Module.parameters of simple_ANN(   (l1): Linear(in_features=14, out_features=50, bias=True)   (l2): Linear(in_features=50, out_features=100, bias=True)   (l3): Linear(in_features=100, out_features=20, bias=True)   (output): Linear(in_features=20, out_features=8, bias=True)   (act): Sigmoid() )>\n
