,epoch,loss
0,1.0,0.12006368488073349
1,2.0,0.10392461717128754
2,3.0,0.0958588495850563
3,4.0,0.0918537825345993
4,5.0,0.08992429077625275
5,6.0,0.08911675214767456
6,7.0,0.08887680619955063
7,8.0,0.08881070464849472
8,9.0,0.0887259766459465
9,10.0,0.08861225843429565
10,11.0,0.08849587291479111
11,12.0,0.08838751912117004
12,13.0,0.08830226212739944
13,14.0,0.08825382590293884
14,15.0,0.08823505789041519
15,16.0,0.08822518587112427
16,17.0,0.08821282535791397
17,18.0,0.08819998055696487
18,19.0,0.08818983286619186
19,20.0,0.08818164467811584
20,21.0,0.08817360550165176
21,22.0,0.08816473931074142
22,23.0,0.08815488964319229
23,24.0,0.08814514428377151
24,25.0,0.08813757449388504
25,26.0,0.08813387155532837
26,27.0,0.08813414722681046
27,28.0,0.08813708275556564
28,29.0,0.08814065158367157
# <bound method Module.parameters of simple_ANN(   (l1): Linear(in_features=14, out_features=50, bias=True)   (l2): Linear(in_features=50, out_features=100, bias=True)   (l3): Linear(in_features=100, out_features=20, bias=True)   (output): Linear(in_features=20, out_features=8, bias=True)   (act): Sigmoid() )>\n
