,load_time_consume(s),test_time_consume(s),data_size
0,1.7959985733032227,0.07000064849853516,3000
1,1.799999475479126,0.08400082588195801,4000
2,1.798030138015747,0.11796975135803223,5000
3,1.7620089054107666,0.10599994659423828,6000
4,1.8770322799682617,0.1529674530029297,7000
5,1.7939999103546143,0.1639997959136963,8000
6,1.8060004711151123,0.16899991035461426,9000
7,1.8379993438720703,0.21199965476989746,10000
8,1.8999996185302734,0.25100135803222656,11000
9,1.9729995727539062,0.3259999752044678,12000
10,1.9950003623962402,0.3190007209777832,13000
11,2.413074254989624,0.3319997787475586,14000
12,2.2300002574920654,0.32200026512145996,15000
13,2.4110004901885986,0.32700014114379883,16000
14,2.528000593185425,0.33099913597106934,17000
15,2.4675114154815674,0.46899986267089844,18000
16,2.7220029830932617,0.3999969959259033,19000
17,2.6620023250579834,0.6249985694885254,20000
18,2.5800018310546875,0.45099782943725586,21000
19,2.7400050163269043,0.46399617195129395,22000
20,2.6270015239715576,0.45599889755249023,23000
21,2.568999767303467,0.5149989128112793,24000
22,2.683999538421631,0.769000768661499,25000
23,2.7009992599487305,0.5100002288818359,26000
24,2.688000440597534,0.665996789932251,27000
25,3.1170010566711426,0.534998893737793,28000
26,2.9079999923706055,0.5069997310638428,29000
27,2.9559998512268066,0.5249996185302734,30000
28,2.8120322227478027,0.6929681301116943,31000
29,3.087998628616333,0.5960001945495605,32000
30,2.903998374938965,0.7520003318786621,33000
31,3.3700013160705566,0.632997989654541,34000
32,3.2729995250701904,0.7990005016326904,35000
33,3.4289989471435547,1.000002145767212,36000
34,3.3200297355651855,1.2389717102050781,37000
35,3.113999605178833,0.7239992618560791,38000
36,2.7999987602233887,0.9675114154815674,39000
