,test_time_consume(s)
0,0.0010304450988769531
1,0.0009992122650146484
2,0.0010004043579101562
3,0.002000093460083008
4,0.00099945068359375
5,0.001001596450805664
6,0.0009989738464355469
7,0.0010004043579101562
8,0.0010004043579101562
9,0.0009999275207519531
10,0.0009999275207519531
11,0.0010008811950683594
12,0.0009987354278564453
13,0.0009996891021728516
14,0.0010006427764892578
15,0.0010004043579101562
16,0.0009984970092773438
17,0.0010004043579101562
18,0.0009999275207519531
19,0.0009999275207519531
20,0.001001596450805664
21,0.0009982585906982422
22,0.001003265380859375
23,0.0009975433349609375
24,0.0010020732879638672
25,0.0009975433349609375
26,0.0009999275207519531
27,0.0010008811950683594
28,0.00099945068359375
29,0.0010004043579101562
30,0.0010004043579101562
31,0.0009999275207519531
32,0.0009987354278564453
33,0.0010077953338623047
34,0.0009920597076416016
35,0.001003265380859375
36,0.0009968280792236328
37,0.0009999275207519531
38,0.0009975433349609375
39,0.0010030269622802734
40,0.0010020732879638672
41,0.000997781753540039
42,0.0010004043579101562
43,0.0009999275207519531
44,0.00099945068359375
45,0.000997304916381836
46,0.001003265380859375
47,0.001001596450805664
48,0.000997781753540039
49,0.0010004043579101562
50,0.0009996891021728516
51,0.001001596450805664
52,0.0010025501251220703
53,0.000995635986328125
54,0.0009982585906982422
55,0.0010018348693847656
56,0.0010006427764892578
57,0.0009992122650146484
58,0.0010006427764892578
59,0.001001119613647461
60,0.0009980201721191406
61,0.0009975433349609375
62,0.0010066032409667969
63,0.0009970664978027344
64,0.0010046958923339844
65,0.0009944438934326172
66,0.0009999275207519531
67,0.0019996166229248047
68,0.001001119613647461
69,0.0009992122650146484
70,0.0010001659393310547
71,0.0009999275207519531
72,0.0010001659393310547
73,0.0010006427764892578
74,0.0010006427764892578
75,0.0
76,0.0009984970092773438
77,0.0010013580322265625
78,0.0019986629486083984
79,0.0010008811950683594
80,0.0009987354278564453
81,0.0
82,0.001972675323486328
83,0.0010221004486083984
84,0.0009996891021728516
85,0.002000093460083008
86,0.0010001659393310547
87,0.0010004043579101562
88,0.0009770393371582031
89,0.002023458480834961
90,0.0010001659393310547
91,0.0009992122650146484
92,0.0019788742065429688
93,0.0009987354278564453
94,0.001026153564453125
95,0.0019989013671875
96,0.000997781753540039
97,0.0009775161743164062
98,0.001024484634399414
99,0.0019974708557128906
100,0.0019974708557128906
101,0.0009989738464355469
102,0.00099945068359375
103,0.0010008811950683594
104,0.0010001659393310547
105,0.0010023117065429688
106,0.0009970664978027344
107,0.0009999275207519531
108,0.0010004043579101562
109,0.0010004043579101562
110,0.0009989738464355469
111,0.0009999275207519531
112,0.0010001659393310547
113,0.0009996891021728516
114,0.0010027885437011719
115,0.0009980201721191406
116,0.00099945068359375
117,0.0010004043579101562
118,0.0010056495666503906
119,0.000993967056274414
120,0.0010004043579101562
121,0.0010013580322265625
122,0.0009982585906982422
123,0.0
124,0.0010004043579101562
125,0.0009996891021728516
126,0.0010025501251220703
127,0.000997304916381836
128,0.0010013580322265625
129,0.0010004043579101562
130,0.0009996891021728516
131,0.0009999275207519531
132,0.0009996891021728516
133,0.0009992122650146484
134,0.001001119613647461
135,0.0009999275207519531
136,0.0010008811950683594
137,0.00099945068359375
138,0.0010008811950683594
139,0.0009989738464355469
140,0.0009968280792236328
141,0.0010030269622802734
142,0.0010020732879638672
143,0.001001119613647461
144,0.0009980201721191406
145,0.0009987354278564453
146,0.0010001659393310547
147,0.0010001659393310547
148,0.00099945068359375
149,0.0
150,0.002000570297241211
151,0.0
152,0.0009999275207519531
153,0.0010001659393310547
154,0.0009999275207519531
155,0.0010023117065429688
156,0.000997304916381836
157,0.0009970664978027344
158,0.0010035037994384766
159,0.0009999275207519531
160,0.00099945068359375
161,0.0010004043579101562
162,0.0010023117065429688
163,0.0009975433349609375
164,0.0009999275207519531
165,0.00099945068359375
166,0.0010004043579101562
167,0.0009999275207519531
168,0.0009996891021728516
169,0.001005411148071289
170,0.0009951591491699219
171,0.0010023117065429688
172,0.000997781753540039
173,0.0
174,0.0009996891021728516
175,0.0009996891021728516
176,0.0010008811950683594
177,0.00099945068359375
178,0.0009996891021728516
179,0.0010001659393310547
180,0.0010006427764892578
181,0.0009992122650146484
182,0.0010001659393310547
183,0.0010001659393310547
184,0.0009996891021728516
185,0.0010004043579101562
186,0.0010004043579101562
187,0.0009989738464355469
188,0.001001119613647461
189,0.0009996891021728516
190,0.0009999275207519531
191,0.0
192,0.001003265380859375
193,0.0010004043579101562
194,0.0009961128234863281
195,0.0009999275207519531
196,0.0010001659393310547
197,0.0010013580322265625
198,0.0009989738464355469
199,0.0010066032409667969
200,0.0009951591491699219
201,0.0009951591491699219
202,0.001998424530029297
203,0.0009996891021728516
204,0.0010001659393310547
205,0.0009999275207519531
206,0.0009999275207519531
207,0.0009999275207519531
208,0.0009999275207519531
209,0.0010001659393310547
210,0.0009999275207519531
211,0.0009999275207519531
212,0.0009999275207519531
213,0.0010001659393310547
214,0.0009999275207519531
215,0.0009999275207519531
216,0.0010001659393310547
217,0.0010001659393310547
218,0.0009999275207519531
219,0.0010001659393310547
220,0.0009996891021728516
221,0.0009999275207519531
222,0.0
223,0.002000093460083008
224,0.0
225,0.0009999275207519531
226,0.0009999275207519531
227,0.0009999275207519531
228,0.0010001659393310547
229,0.0009999275207519531
230,0.0009999275207519531
231,0.0010001659393310547
232,0.0009999275207519531
233,0.0009999275207519531
234,0.0010001659393310547
235,0.0009999275207519531
236,0.0009999275207519531
237,0.0010001659393310547
238,0.0010001659393310547
239,0.0009999275207519531
240,0.0009999275207519531
241,0.0009999275207519531
242,0.0010001659393310547
243,0.0009999275207519531
244,0.0009999275207519531
245,0.0009999275207519531
246,0.0010001659393310547
247,0.0009999275207519531
248,0.0009999275207519531
249,0.0009999275207519531
250,0.0009999275207519531
251,0.0010001659393310547
252,0.0009999275207519531
253,0.0009999275207519531
254,0.0010001659393310547
255,0.0010001659393310547
256,0.00099945068359375
257,0.0010004043579101562
258,0.0009999275207519531
259,0.0010001659393310547
260,0.0009999275207519531
261,0.0
262,0.0009999275207519531
263,0.0009999275207519531
264,0.0010001659393310547
265,0.0009996891021728516
266,0.0010001659393310547
267,0.0009999275207519531
268,0.0009999275207519531
269,0.0009999275207519531
270,0.0010001659393310547
271,0.0009999275207519531
272,0.0010001659393310547
273,0.0009996891021728516
274,0.0010001659393310547
275,0.0010004043579101562
276,0.0009999275207519531
277,0.0009999275207519531
278,0.0009999275207519531
279,0.0009999275207519531
280,0.0010001659393310547
281,0.0009999275207519531
282,0.0009999275207519531
283,0.0009999275207519531
284,0.0009999275207519531
285,0.0009999275207519531
