,train_time,test_time
0,2.6059274673461914,0.24877309799194336
1,1.846724510192871,0.14824199676513672
2,1.6866769790649414,0.18136906623840332
3,2.8616271018981934,0.21695995330810547
4,1.6511249542236328,0.1366736888885498
5,2.1180179119110107,0.1641392707824707
6,1.7142679691314697,0.16597652435302734
7,1.549560546875,0.14170265197753906
8,2.0861475467681885,0.18112468719482422
9,1.9140915870666504,0.16437721252441406
10,3.552785634994507,0.2929537296295166
11,2.195892810821533,0.15921998023986816
12,3.297179698944092,0.34946155548095703
13,3.6361892223358154,0.3282773494720459
14,2.6045844554901123,0.25165534019470215
15,3.6240532398223877,0.27245259284973145
16,2.757965326309204,0.25899434089660645
17,3.203540563583374,0.28819751739501953
18,3.4175660610198975,0.2548542022705078
19,1.5542757511138916,0.11244821548461914
20,0.8724014759063721,0.08950519561767578
21,1.3916261196136475,0.1461658477783203
22,0.9620795249938965,0.10297966003417969
23,1.3337252140045166,0.1401362419128418
24,0.5552453994750977,0.035405635833740234
25,1.325263500213623,0.12881135940551758
26,1.2820806503295898,0.13266324996948242
27,1.3818163871765137,0.15175294876098633
28,1.3977820873260498,0.15224933624267578
29,1.4854986667633057,0.16813254356384277
