,load_time_consume(s),test_time_consume(s),data_size
0,-1.2680962085723877,0.03097081184387207,3000
1,-1.2620296478271484,0.041970252990722656,4000
2,-1.2480247020721436,0.05197501182556152,5000
3,-1.248140573501587,0.05996966361999512,6000
4,-1.240107536315918,0.07099771499633789,7000
5,-1.256061315536499,0.07997441291809082,8000
6,-1.2300300598144531,0.08997082710266113,9000
7,-1.2510299682617188,0.09997081756591797,10000
8,-1.2660243511199951,0.10797572135925293,11000
9,-1.2890009880065918,0.12299823760986328,12000
10,-1.2360587120056152,0.16097187995910645,13000
11,-1.2415368556976318,0.13897085189819336,14000
12,-1.236070156097412,0.20200014114379883,15000
13,-1.2470321655273438,0.15896844863891602,16000
14,-1.2395365238189697,0.16696953773498535,17000
15,-1.2440509796142578,0.17999958992004395,18000
16,-1.2785258293151855,0.1920006275177002,19000
17,-1.2395427227020264,0.1959702968597412,20000
18,-1.2290232181549072,0.21697521209716797,21000
19,-1.2359983921051025,0.21600055694580078,22000
20,-1.2451128959655762,0.2299976348876953,23000
21,-1.229029655456543,0.23796987533569336,24000
22,-1.2400362491607666,0.32899999618530273,25000
23,-1.259031057357788,0.2569694519042969,26000
24,-1.2436025142669678,0.2629687786102295,27000
25,-1.2424030303955078,0.27297067642211914,28000
26,-1.2466850280761719,0.29396939277648926,29000
27,-1.2295820713043213,0.3175067901611328,30000
28,-1.2410037517547607,0.3039984703063965,31000
29,-1.2460439205169678,0.31396937370300293,32000
30,-1.2821452617645264,0.3529677391052246,33000
31,-1.2266018390655518,0.3659701347351074,34000
32,-1.2516000270843506,0.34397029876708984,35000
33,-1.2320549488067627,0.3709712028503418,36000
34,-1.2240335941314697,0.3629763126373291,37000
35,-1.239030361175537,0.3709697723388672,38000
36,-1.2310302257537842,0.38296985626220703,39000
