,load_time_consume(s),test_time_consume(s),data_size
0,-1.544069528579712,0.07396817207336426,3000
1,-1.4770307540893555,0.050968170166015625,4000
2,-1.4960360527038574,0.05996346473693848,5000
3,-1.4860763549804688,0.07196974754333496,6000
4,-1.5245447158813477,0.07747745513916016,7000
5,-1.5669996738433838,0.09200000762939453,8000
6,-1.5021114349365234,0.12100005149841309,9000
7,-1.4900298118591309,0.12096977233886719,10000
8,-1.4920299053192139,0.13096952438354492,11000
9,-1.4950013160705566,0.1679980754852295,12000
10,-1.5085995197296143,0.15397047996520996,13000
11,-1.4960298538208008,0.17197060585021973,14000
12,-1.5040018558502197,0.20399808883666992,15000
13,-1.4810302257537842,0.18797016143798828,16000
14,-1.55003023147583,0.20796990394592285,17000
15,-1.5160303115844727,0.2329702377319336,18000
16,-1.4900295734405518,0.21696996688842773,19000
17,-1.4810309410095215,0.23197007179260254,20000
18,-1.5145905017852783,0.314969539642334,21000
19,-1.4980237483978271,0.25197577476501465,22000
20,-1.5750348567962646,0.4199666976928711,23000
21,-1.5679991245269775,0.3379991054534912,24000
22,-1.5220015048980713,0.3879973888397217,25000
23,-1.5610308647155762,0.307969331741333,26000
24,-1.6080002784729004,0.3879992961883545,27000
25,-1.550032615661621,0.32196784019470215,28000
26,-1.5659997463226318,0.42699766159057617,29000
27,-1.5490031242370605,0.41399717330932617,30000
28,-1.4940028190612793,0.350996732711792,31000
29,-1.499030351638794,0.36296963691711426,32000
30,-1.493030309677124,0.4629697799682617,33000
31,-1.4830288887023926,0.3749701976776123,34000
32,-1.5350022315979004,0.5279982089996338,35000
33,-1.5689997673034668,0.49700093269348145,36000
34,-1.4999992847442627,0.506000280380249,37000
35,-1.5140318870544434,0.539968729019165,38000
36,-1.5209996700286865,0.42600011825561523,39000
