,trainning_time_consume(s),train_loss_record,test_loss_record,test_time_consume(s)
0,0.10077500343322754,0.1724141240119934,0.05848107812926173,0.012543678283691406
1,0.20058393478393555,0.1615312695503235,0.05848107812926173,0.012543678283691406
2,0.29940342903137207,0.12672744691371918,0.05848107812926173,0.012543678283691406
3,0.39949750900268555,0.09016046673059464,0.05848107812926173,0.012543678283691406
4,0.49896955490112305,0.06725598126649857,0.05848107812926173,0.012543678283691406
5,0.5987143516540527,0.06311937421560287,0.05848107812926173,0.012543678283691406
6,0.696312427520752,0.06752368062734604,0.05848107812926173,0.012543678283691406
7,0.7950913906097412,0.07444725185632706,0.05848107812926173,0.012543678283691406
8,0.8952641487121582,0.06355217844247818,0.05848107812926173,0.012543678283691406
9,0.994936466217041,0.04536819085478783,0.05848107812926173,0.012543678283691406
10,1.0942473411560059,0.06479600816965103,0.05848107812926173,0.012543678283691406
11,1.1972441673278809,0.05725111812353134,0.05848107812926173,0.012543678283691406
12,1.3057425022125244,0.06970392167568207,0.05848107812926173,0.012543678283691406
13,1.418776273727417,0.054454974830150604,0.05848107812926173,0.012543678283691406
14,1.5281386375427246,0.0692884624004364,0.05848107812926173,0.012543678283691406
15,1.6276683807373047,0.05878463387489319,0.05848107812926173,0.012543678283691406
16,1.7264087200164795,0.06303165853023529,0.05848107812926173,0.012543678283691406
17,1.8258485794067383,0.05939469859004021,0.05848107812926173,0.012543678283691406
18,1.9250645637512207,0.06285898387432098,0.05848107812926173,0.012543678283691406
19,2.0241591930389404,0.05982685089111328,0.05848107812926173,0.012543678283691406
20,2.1232612133026123,0.05681387707591057,0.05848107812926173,0.012543678283691406
21,2.2233734130859375,0.05404158681631088,0.05848107812926173,0.012543678283691406
22,2.3227930068969727,0.051935628056526184,0.05848107812926173,0.012543678283691406
23,2.421471357345581,0.06250454485416412,0.05848107812926173,0.012543678283691406
24,2.5202527046203613,0.05293064936995506,0.05848107812926173,0.012543678283691406
25,2.6183547973632812,0.0519096776843071,0.05848107812926173,0.012543678283691406
26,2.716590404510498,0.06660924851894379,0.05848107812926173,0.012543678283691406
27,2.815026044845581,0.06613700836896896,0.05848107812926173,0.012543678283691406
28,2.9133689403533936,0.05789673700928688,0.05848107812926173,0.012543678283691406
29,3.014261245727539,0.05929212644696236,0.05848107812926173,0.012543678283691406
