,loss_dataset_1,loss_dataset_2,data_size
0,-0.0028164748,-0.0032221705,3000
1,-0.0024600944,-0.0032764028,4000
2,-0.002428263,-0.0034448022,5000
3,-0.0027372756,-0.003126747,6000
4,-0.0026525564,-0.0030680776,7000
5,-0.0027482866,-0.0030431424,8000
6,-0.002820234,-0.0031218585,9000
7,-0.0027280105,-0.0031034362,10000
8,-0.0026809657,-0.003199623,11000
9,-0.002629186,-0.0032039285,12000
10,-0.0025963106,-0.0032691348,13000
11,-0.0025482664,-0.0031642104,14000
12,-0.0024984006,-0.003126858,15000
13,-0.0025595825,-0.0031254722,16000
14,-0.0026325153,-0.0032837784,17000
15,-0.0026380876,-0.00318688,18000
16,-0.0026287138,-0.003162031,19000
17,-0.0026175007,-0.003106517,20000
18,-0.0026280414,-0.0032521535,21000
19,-0.002614638,-0.0032072111,22000
20,-0.0026198307,-0.0031369433,23000
21,-0.002625746,-0.0031288082,24000
22,-0.0026656324,-0.003164456,25000
23,-0.0026277688,-0.0032150873,26000
24,-0.0026195582,-0.0031973775,27000
25,-0.0026721538,-0.0031807094,28000
26,-0.0026488996,-0.0031847467,29000
27,-0.0026580328,-0.0032052745,30000
28,-0.0027106132,-0.003192203,31000
29,-0.002683498,-0.0031631344,32000
30,-0.002662985,-0.003134137,33000
31,-0.0026573176,-0.0031386914,34000
32,-0.0026372643,-0.0031268876,35000
33,-0.0026435193,-0.003117537,36000
34,-0.0026676685,-0.0030664802,37000
35,-0.0026489005,-0.0031151373,38000
36,-0.0026388227,-0.0031221285,39000
