,loss_dataset_1,loss_dataset_2,data_size
0,-0.0055765924,-0.006712921,3000
1,-0.0057442877,-0.0064776465,4000
2,-0.0058054216,-0.0063192435,5000
3,-0.0056463373,-0.0061732493,6000
4,-0.005609048,-0.0060373116,7000
5,-0.005511223,-0.0063650166,8000
6,-0.005647415,-0.0063494896,9000
7,-0.005604694,-0.0063144495,10000
8,-0.00553615,-0.006115964,11000
9,-0.0055139777,-0.0061221477,12000
10,-0.00555953,-0.006273492,13000
11,-0.0054919007,-0.006217694,14000
12,-0.0055365763,-0.0062096347,15000
13,-0.005472576,-0.006188719,16000
14,-0.0054956623,-0.006160544,17000
15,-0.005498447,-0.0061031175,18000
16,-0.0054298467,-0.0060644294,19000
17,-0.0054122116,-0.006165286,20000
18,-0.005444309,-0.0060796556,21000
19,-0.005490607,-0.00600873,22000
20,-0.005491911,-0.005978499,23000
21,-0.0055235107,-0.0059552374,24000
22,-0.0055743554,-0.0060012215,25000
23,-0.005570334,-0.00603926,26000
24,-0.005553814,-0.005964439,27000
25,-0.005594993,-0.0059640766,28000
26,-0.0056067947,-0.005926954,29000
27,-0.0056114793,-0.005930057,30000
28,-0.005596276,-0.005940188,31000
29,-0.005595692,-0.0059673823,32000
30,-0.0055562817,-0.00594086,33000
31,-0.0055396054,-0.005922612,34000
32,-0.0055421772,-0.00591783,35000
33,-0.005527785,-0.00595494,36000
34,-0.0055278833,-0.005948448,37000
35,-0.005546603,-0.00591928,38000
36,-0.005545551,-0.005919624,39000
