,trainning_time_consume(s),test_time_consume(s),epochs
0,2619.907642543316,0.3674007058143616,1000.0
1,2177.649495244026,0.3046432137489319,1000.0
2,2659.9457792043686,0.3710210919380188,1000.0
3,1258.452969968319,0.19589018821716309,1000.0
4,2665.1429997086525,0.3994213938713074,1000.0
5,1231.2169671654701,0.1830011010169983,1000.0
6,677.4412865638733,0.3840889930725097,
7,328.1980047225952,0.1990015506744384,
8,555.3109200000763,0.3240013122558594,
9,322.2133004665375,0.1955134868621826,
10,549.3029992580414,0.3109979629516601,
11,664.1884377002716,0.3729701042175293,
12,434.9182906150818,0.2580018043518066,
13,443.0030817985535,0.2550022602081299,
14,427.2672333717346,0.242563247680664,
15,309.3002314567566,0.1830015182495117,
16,654.7994620800018,0.3690311908721924,
17,656.5037331581116,0.366682767868042,
18,542.6007304191589,0.3129997253417969,
19,544.9980854988098,0.3320274353027344,
# cuda
