,loss_dataset_1,loss_dataset_2,data_size
0,-0.0029869739,-0.003825399,3000
1,-0.0030943085,-0.0036480692,4000
2,-0.0030708276,-0.0034481785,5000
3,-0.0031284513,-0.0032950423,6000
4,-0.0030940843,-0.0032140573,7000
5,-0.0030783685,-0.0032446461,8000
6,-0.003093067,-0.003234327,9000
7,-0.003093435,-0.0032197332,10000
8,-0.0030622105,-0.003258592,11000
9,-0.0030758812,-0.00331965,12000
10,-0.0031085107,-0.0033187591,13000
11,-0.0031262608,-0.003259995,14000
12,-0.0031119953,-0.0032352854,15000
13,-0.0031486154,-0.0032226352,16000
14,-0.003163086,-0.0032233223,17000
15,-0.0031498047,-0.0032670232,18000
16,-0.0031677536,-0.003258629,19000
17,-0.0031731925,-0.003224928,20000
18,-0.0031606597,-0.0032822378,21000
19,-0.0031647144,-0.0033398962,22000
20,-0.0031676,-0.0033549704,23000
21,-0.0031868666,-0.0033274307,24000
22,-0.0031878399,-0.0033099214,25000
23,-0.0031649102,-0.0033202511,26000
24,-0.0031689554,-0.0032974475,27000
25,-0.0031695701,-0.00329275,28000
26,-0.00314475,-0.0033063774,29000
27,-0.003133044,-0.0033047313,30000
28,-0.0031552655,-0.0032983823,31000
29,-0.0031628036,-0.003274546,32000
30,-0.0031481516,-0.003290122,33000
31,-0.0031601195,-0.0032946041,34000
32,-0.0031673256,-0.003302765,35000
33,-0.0031480386,-0.0032983783,36000
34,-0.003153386,-0.0033229226,37000
35,-0.003174413,-0.0033188825,38000
36,-0.0031700311,-0.0033298847,39000
