,loss_dataset_1,loss_dataset_2,data_size
0,-0.0020272734,-0.0018982382,3000
1,-0.001887516,-0.0020795385,4000
2,-0.0020541227,-0.002151485,5000
3,-0.0020935456,-0.0024581407,6000
4,-0.002056296,-0.002280736,7000
5,-0.0021067495,-0.0023816493,8000
6,-0.0021425982,-0.0024113702,9000
7,-0.0021302314,-0.002316488,10000
8,-0.0021650463,-0.0023291828,11000
9,-0.0022162162,-0.0022879725,12000
10,-0.0022675204,-0.0023676741,13000
11,-0.002257515,-0.0023344895,14000
12,-0.0022282158,-0.0024263693,15000
13,-0.0022244253,-0.0024849535,16000
14,-0.0022067777,-0.0025376629,17000
15,-0.0021931785,-0.0024782133,18000
16,-0.00220914,-0.002443171,19000
17,-0.0021943133,-0.00242637,20000
18,-0.0021631303,-0.0025083933,21000
19,-0.0021737732,-0.002479487,22000
20,-0.0021744487,-0.0024459953,23000
21,-0.0021611887,-0.0024094165,24000
22,-0.0021437602,-0.0024223696,25000
23,-0.0021511302,-0.0024161376,26000
24,-0.002156554,-0.002447993,27000
25,-0.002162918,-0.0024378963,28000
26,-0.0021691732,-0.0024334001,29000
27,-0.0021482692,-0.0024401273,30000
28,-0.0021870001,-0.0024361126,31000
29,-0.0021835545,-0.0024434254,32000
30,-0.0021842776,-0.0024324046,33000
31,-0.0021932886,-0.002438316,34000
32,-0.0021846034,-0.0024518084,35000
33,-0.0021765528,-0.0024502815,36000
34,-0.0021831715,-0.0024566588,37000
35,-0.0021906483,-0.0024374637,38000
36,-0.002185885,-0.0024509747,39000
