,loss_dataset_1,loss_dataset_2,data_size
0,-0.0028397173,-0.003474135,3000
1,-0.0032009704,-0.0033127991,4000
2,-0.0030820393,-0.0031981454,5000
3,-0.0031066935,-0.003056089,6000
4,-0.0030666608,-0.0029409793,7000
5,-0.0030480474,-0.0030044373,8000
6,-0.0030260663,-0.0029639362,9000
7,-0.0030561835,-0.002926493,10000
8,-0.0030747028,-0.0029720906,11000
9,-0.0031540396,-0.0029624342,12000
10,-0.0031778442,-0.0029930142,13000
11,-0.0032045054,-0.0030539352,14000
12,-0.0032201826,-0.0030439792,15000
13,-0.003232854,-0.0031154994,16000
14,-0.0032273782,-0.0031444805,17000
15,-0.0032035795,-0.0031616664,18000
16,-0.0031802657,-0.0031556133,19000
17,-0.0031808803,-0.0032188026,20000
18,-0.0031760698,-0.0031846922,21000
19,-0.0031792598,-0.0031863316,22000
20,-0.0031623836,-0.003227373,23000
21,-0.0031770116,-0.0031722107,24000
22,-0.0031947542,-0.0031875183,25000
23,-0.00319375,-0.0031907184,26000
24,-0.0031862631,-0.0031917081,27000
25,-0.0031882655,-0.0031634409,28000
26,-0.0031610222,-0.0031521835,29000
27,-0.0031362157,-0.003151036,30000
28,-0.0031369557,-0.0031611188,31000
29,-0.003144736,-0.0031504598,32000
30,-0.0031430419,-0.0031634555,33000
31,-0.0031463287,-0.0031629724,34000
32,-0.0031489844,-0.0032091686,35000
33,-0.0031571873,-0.0032064887,36000
34,-0.00315015,-0.003193982,37000
35,-0.0031431743,-0.0032042083,38000
36,-0.003137675,-0.0031850708,39000
