,loss_dataset_1,loss_dataset_2,data_size
0,-0.0033243624,-0.0038187003,3000
1,-0.0034064797,-0.0039663315,4000
2,-0.0034745068,-0.0037523103,5000
3,-0.003511198,-0.0037752222,6000
4,-0.0035530832,-0.0037387782,7000
5,-0.003431799,-0.0035557938,8000
6,-0.003371423,-0.003684916,9000
7,-0.003377747,-0.0036449805,10000
8,-0.0034566643,-0.0036389437,11000
9,-0.0034430553,-0.0036706063,12000
10,-0.0034410625,-0.003786428,13000
11,-0.0034598066,-0.0037138625,14000
12,-0.0034570617,-0.0036954586,15000
13,-0.0034567364,-0.0037246575,16000
14,-0.003450784,-0.003731328,17000
15,-0.0034424555,-0.0038139662,18000
16,-0.0034387114,-0.0037916482,19000
17,-0.0034828372,-0.0037593644,20000
18,-0.0034635998,-0.003737269,21000
19,-0.0034652576,-0.0037775538,22000
20,-0.003494468,-0.0037501925,23000
21,-0.0034640096,-0.0037284237,24000
22,-0.0034394008,-0.0036992808,25000
23,-0.003457521,-0.0037051132,26000
24,-0.0034591462,-0.0036652756,27000
25,-0.003463273,-0.0036903052,28000
26,-0.0034696008,-0.0036969488,29000
27,-0.0034770444,-0.0037395186,30000
28,-0.003482783,-0.0037353935,31000
29,-0.003486529,-0.003734366,32000
30,-0.003483693,-0.003719523,33000
31,-0.0035014316,-0.0036982899,34000
32,-0.003513788,-0.0036800546,35000
33,-0.0035195018,-0.0036675755,36000
34,-0.0035186112,-0.0037143545,37000
35,-0.0034967195,-0.0037454688,38000
36,-0.0034990835,-0.00374489,39000
